Symbol	Company Name	Industry	Market Cap			
ARTE	Artemis Strategic Investment	Shell Companies	200.85M			
ARTL	Artelo Biosciences	Pharmaceuticals	7.91M			
ARTNA	Artesian Resources	Water Utilities	444.08M			
ARTW	Art's-Way Manufacturing Co.	Machinery	9.96M			
ARVL	Arrival	Automobiles	339.80M			
ARVN	Arvinas	Pharmaceuticals	2.66B			
ARW	Arrow Electronics	"Electronic Equipment, Instruments & C..."	6.81B			
ARWR	Arrowhead Pharmaceuticals	Biotechnology	3.65B			
ARYD	ARYA Sciences Acquisition IV	Blank Check / SPAC	154.49M			
ARYE	Arya Sciences Acquisition V	Blank Check / SPAC	153.72M			
ASA	ASA Gold and Precious Metals	Capital Markets	268.90M			
ASAI	Sendas Distribuidora	Food & Staples Retailing	4.91B			
ASAN	Asana	Software	2.72B			
ASAX	Astrea Acquisition	Blank Check / SPAC	219.05M			
ASB	Associated Banc-Corp	Banks	3.65B			
ASC	Ardmore Shipping	"Oil, Gas & Consumable Fuels"	544.56M			
ASCA	A SPAC I Acquisition	Blank Check / SPAC	87.90M			
ASCB	A SPAC II Acquisition	Blank Check / SPAC	204.62M			
ASGN	ASGN Incorporated	Professional Services	4.46B			
ASH	Ashland Global Holdings	Chemicals	5.83B			
ASIX	AdvanSix	Chemicals	1.09B			
ASLE	AerSale	Airports & Air Services	911.43M			
ASLN	ASLAN Pharmaceuticals	Biotechnology	33.75M			
ASM	Avino Silver & Gold Mines	Metals & Mining	82.75M			
ASMB	Assembly Biosciences	Biotechnology	64.91M			
ASML	ASML Holding	Semiconductors & Semiconductor Equipment	228.96B			
ASND	Ascendis Pharma	Biotechnology	7.53B			
ASNS	Actelis Networks	Biotechnology	13.68M			
ASO	Academy Sports and Outdoors	Specialty Retail	3.53B			
ASPA	Abri SPAC I	Shell Companies	75.44M			
ASPI	ASP Isotopes	REIT-Residential	88.50M			
ASPN	Aspen Aerogels	Energy Equipment & Services	555.14M			
ASPS	Altisource Portfolio Solutions	Real Estate Management & Development	254.75M			
ASPU	Aspen Group	Diversified Consumer Services	10.50M			
ASR	Grupo Aeroportuario del Sureste	Transportation Infrastructure	7.24B			
ASRT	Assertio Holdings	Pharmaceuticals	142.95M			
ASRV	AmeriServ Financial	Banks	66.74M			
ASTC	Astrotech	Aerospace & Defense	20.88M			
ASTE	Astec Industries	Machinery	1.01B			
ASTI	Ascent Solar Technologies	Semiconductors & Semiconductor Equipment	140.96M			
ASTL	Algoma Steel Group	Steel	706.21M			
ASTR	Astra Space	Aerospace & Defense	134.23M			
ASTS	AST SpaceMobile	Telecom Services	480.08M			
ASUR	Asure Software	Software	135.78M			
ASX	ASE Technology Holding Company	Semiconductors & Semiconductor Equipment	13.46B			
ASXC	Asensus Surgical	Medical Devices	106.24M			
ASYS	Amtech Systems	Semiconductors & Semiconductor Equipment	144.73M			
ASZ	Austerlitz Acquisition II	Blank Check / SPAC	1.38B			
ATA	Americas Technology Acquisition	Blank Check / SPAC	75.09M			
ATAI	ATAI Life Sciences	Biotechnology	456.16M			
ATAK	Aurora Technology Acquisition	Blank Check / SPAC	204.02M			
ATAQ	Altimar Acquisition III	Blank Check / SPAC	155.09M			
ATAT	Atour Lifestyle Holdings	Lodging	1.67B			
ATAX	America First Multifamily Investors LP	Thrifts & Mortgage Finance	405.13M			
ATCO	Atlas	Marine	4.29B			
ATCX	Atlas Technical Consultants	Engineering & Construction	252.63M			
ATEC	Alphatec Holdings	Health Care Equipment & Supplies	1.09B			
ATEK	Athena Technology Acquisition II	Blank Check / SPAC	261.84M			
ATEN	A10 Networks	Software	1.35B			
ATER	Aterian	Household Durables	91.42M			
ATEX	Anterix	Wireless Telecommunication Services	719.90M			
ATGE	Adtalem Global Education	Diversified Consumer Services	1.84B			
ATHA	Athira Pharma	Biotechnology	122.15M			
ATHE	Alterity Therapeutics	Biotechnology	15.64M			
ATHM	Autohome	Interactive Media & Services	3.78B			
ATHX	Athersys	Biotechnology	7.93M			
ATI	Allegheny Technologies	Metals & Mining	3.78B			
ATIF	ATIF Holdings	Professional Services	12.71M			
ATIP	ATI Physical Therapy	Medical Care Facilities	142.71M			
ATKR	Atkore	Electrical Equipment	4.20B			
ATLC	Atlanticus Holdings	Consumer Finance	428.16M			
ATLO	Ames National	Banks	203.13M			
ATNF	180 Life Sciences	Biotechnology	14.10M			
ATNI	ATN International	Diversified Telecommunication Services	749.39M			
ATNM	Actinium Pharmaceuticals	Biotechnology	298.44M			
ATNX	Athenex	Biotechnology	33.64M			
ATO	Atmos Energy	Gas Utilities	15.48B			
ATOM	Atomera	Semiconductors & Semiconductor Equipment	230.13M			
ATOS	Atossa Therapeutics	Health Care Equipment & Supplies	106.38M			
ATR	AptarGroup	Containers & Packaging	6.81B			
ATRA	Atara Biotherapeutics	Biotechnology	484.08M			
ATRC	AtriCure	Health Care Equipment & Supplies	2.10B			
ATRI	Atrion	Health Care Equipment & Supplies	1.22B			
ATRO	Astronics	Aerospace & Defense	225.33M			
ATSG	Air Transport Services Group	Air Freight & Logistics	2.16B			
ATTO	Atento	Commercial Services & Supplies	48.78M			
ATUS	Altice USA	Media	2.37B			
ATVI	Activision Blizzard	Entertainment	58.02B			
ATXG	Addentax Group	Integrated Freight & Logistics	56.41M			
ATXI	Avenue Therapeutics	Pharmaceuticals	7.80M			
ATXS	Astria Therapeutics	Biotechnology	124.00M			
ATY	AcuityAds Holdings	Interactive Media & Services	89.74M			
AU	AngloGold Ashanti	Metals & Mining	7.52B			
AUB	Atlantic Union Bankshares	Banks	2.58B			
AUBN	Auburn National Bancorporation	Banks	82.38M			
AUD	Audacy	Media	47.54M			
AUDC	AudioCodes	Communications Equipment	637.41M			
AUGX	Augmedix	Health Information Services	55.76M			
AUID	Ipsidy	Software-Infrastructure	22.31M			
AUMN	Golden Minerals Company	Metals & Mining	43.63M			
AUPH	Aurinia Pharmaceuticals	Biotechnology	751.76M			
AUR	Aurora Innovation	Information Technology Services	1.33B			
AURA	Aura Biosciences	Biotechnology	376.46M			
AURC	Aurora Acquisition	Blank Check / SPAC	276.61M			
AUS	Austerlitz Acquisition I	Blank Check / SPAC	687.93M			
AUST	Austin Gold	Gold	13.12M			
AUTL	Autolus Therapeutics	Biotechnology	202.31M			
AUUD	Auddia	Software-Application	17.77M			
AUVI	Applied UV	Building Products	12.69M			
AUY	Yamana Gold	Metals & Mining	4.92B			
AVA	Avista	Multi-Utilities	2.85B			
AVAC	Avalon Acquisition	Blank Check / SPAC	210.43M			
AVAH	Aveanna Healthcare Holdings	Medical Care Facilities	185.90M			
AVAL	Grupo Aval Acciones y Valores	Banks	2.75B			
AVAN	Avanti Acquisition	Blank Check / SPAC	602.40M			
AVAV	AeroVironment	Aerospace & Defense	2.32B			
AVB	AvalonBay Communities	Equity Real Estate Investment Trusts ...	23.38B			
AVCT	American Virtual Cloud Technologies	IT Services	31.82M			
AVD	American Vanguard	Chemicals	658.19M			
AVDL	Avadel Pharmaceuticals	Pharmaceuticals	482.83M			
AVDX	AvidXchange Holdings	Software-Infrastructure	1.81B			
AVEO	AVEO Pharmaceuticals	Biotechnology	514.15M			
AVGO	Broadcom	Semiconductors & Semiconductor Equipment	209.83B			
AVGR	Avinger	Health Care Equipment & Supplies	7.53M			
AVHI	Achari Ventures Holdings I	Shell Companies	126.00M			
AVID	Avid Technology	"Technology Hardware, Storage & Periph..."	1.24B			
AVIR	Atea Pharmaceuticals	Pharmaceuticals	430.60M			
AVNS	Avanos Medical	Health Care Equipment & Supplies	1.22B			
AVNT	Avient	Chemicals	3.05B			
AVNW	Aviat Networks	Communications Equipment	336.77M			
AVO	Mission Produce	Food Distribution	1.15B			
AVPT	AvePoint	Software-Infrastructure	863.93M			
AVRO	Avrobio	Biotechnology	32.36M			
AVT	Avnet	"Electronic Equipment, Instruments & C..."	4.05B			
AVTE	Aerovate Therapeutics	Biotechnology	473.32M			
AVTR	Avantor	Life Sciences Tools & Services	14.58B			
AVTX	Avalo Therapeutics	Biotechnology	54.60M			
AVXL	Anavex Life Sciences	Biotechnology	1.12B			
AVY	Avery Dennison	Containers & Packaging	14.88B			
AVYA	Avaya Holdings	Software	144.17M			
AWH	Aspira Women's Health	Health Care Equipment & Supplies	48.64M			
AWI	Armstrong World Industries	Building Products	3.58B			
AWK	American Water Works Company	Water Utilities	26.54B			
AWR	American States Water Company	Water Utilities	3.42B			
AWRE	Aware	Software	38.76M			
AWX	Avalon Holdings	Commercial Services & Supplies	9.14M			
AX	Axos Financial	Thrifts & Mortgage Finance	2.56B			
AXAC	AXIOS Sustainable Growth Acquisition	Blank Check / SPAC	179.62M			
AXDX	Accelerate Diagnostics	Life Sciences Tools & Services	140.67M			
AXGN	Axogen	Health Care Equipment & Supplies	548.46M			
AXH	Industrial Human Capital	Shell Companies	146.91M			
AXL	American Axle & Manufacturing Holdings	Auto Components	1.10B			
AXLA	Axcella Health	Biotechnology	69.41M			
AXNX	Axonics	Health Care Equipment & Supplies	3.06B			
AXON	Axon Enterprise	Aerospace & Defense	13.02B			
AXP	American Express Company	Consumer Finance	115.74B			
AXR	AMREP	Commercial Services & Supplies	60.80M			
AXS	AXIS Capital Holdings	Insurance	4.63B			
AXSM	Axsome Therapeutics	Pharmaceuticals	2.56B			
AXTA	Axalta Coating Systems	Chemicals	5.90B			
AXTI	AXT Inc.	Semiconductors & Semiconductor Equipment	227.78M			
AY	Atlantica Sustainable Infrastructure	Independent Power and Renewable Elect...	3.18B			
AYI	Acuity Brands	Electrical Equipment	6.14B			
AYLA	Ayala Pharmaceuticals	Biotechnology	8.60M			
AYRO	"AYRO, Inc."	Auto Manufacturers	22.02M			
AYTU	Aytu BioPharma	Pharmaceuticals	12.08M			
AYX	Alteryx	Software	2.88B			
AZ	A2Z Smart Technologies	Aerospace & Defense	33.88M			
AZEK	The AZEK Company	Building Products	2.98B			
AZN	AstraZeneca	Pharmaceuticals	194.53B			
AZO	AutoZone	Specialty Retail	45.73B			
AZPN	AspenTech	Software	15.47B			
AZRE	Azure Power Global	Independent Power and Renewable Elect...	385.61M			
AZTA	Azenta	Medical Instruments & Supplies	3.68B			
AZUL	Azul S.A.	Airlines	880.21M			
AZYO	Aziyo Biologics	Medical Devices	74.56M			
AZZ	AZZ Inc.	Electrical Equipment	1.03B			
B	Barnes Group	Machinery	1.97B			
BA	The Boeing Company	Aerospace & Defense	105.78B			
BABA	Alibaba Group Holding	Internet & Direct Marketing Retail	187.37B			
BAC	Bank of America	Banks	308.14B			
BACA	Berenson Acquisition I	Blank Check / SPAC	275.10M			
BACK	IMAC Holdings	Medical Care Facilities	10.91M			
BAFN	BayFirst Financial	Banks-Regional	65.12M			
BAH	Booz Allen Hamilton Holding	IT Services	13.71B			
BAK	Braskem	Chemicals	4.77B			
BALL	Ball Corporation	Containers & Packaging	17.83B			
BALY	Bally's	"Hotels, Restaurants & Leisure"	1.11B			
BAM	Brookfield Asset Management	Capital Markets	76.83B			
BAMR	Brookfield Asset Management Reinsurance Partners	Insurance-Reinsurance	509.09M			
BANC	Banc of California	Banks	1.02B			
BAND	Bandwidth	Diversified Telecommunication Services	509.00M			
BANF	BancFirst	Banks	3.19B			
BANR	Banner	Banks	2.42B			
BANX	StoneCastle Financial	Capital Markets	122.14M			
BAOS	Baosheng Media Group Holdings	Advertising Agencies	8.69M			
BAP	Credicorp	Banks	12.49B			
BARK	The Original BARK Company	Specialty Retail	290.06M			
BASE	Couchbase	Software-Infrastructure	583.12M			
BATL	Battalion Oil	"Oil, Gas & Consumable Fuels"	221.22M			
BAX	Baxter International	Health Care Equipment & Supplies	27.67B			
BB	BlackBerry	Software	2.87B			
BBAI	BigBear.ai Holdings	Information Technology Services	137.63M			
BBAR	Banco BBVA Argentina	Banks	586.16M			
BBBY	Bed Bath & Beyond	Specialty Retail	348.18M			
BBCP	Concrete Pumping Holdings	Construction & Engineering	413.18M			
BBD	Banco Bradesco	Banks	30.38B			
BBDC	Barings BDC	Capital Markets	1.00B			
BBDO	Banco Bradesco	Banks	26.01B			
BBGI	Beasley Broadcast Group	Media	13.27M			
BBIG	Vinco Ventures	Leisure Products	194.49M			
BBIO	BridgeBio Pharma	Biotechnology	1.70B			
BBLG	Bone Biologics	Medical Devices	4.24M			
BBLN	Babylon Holdings	Health Information Services	328.59M			
BBSI	Barrett Business Services	Professional Services	671.47M			
BBU	Brookfield Business Partners	Construction & Engineering	1.71B			
BBUC	Brookfield Business	Asset Management	1.79B			
BBVA	Banco Bilbao Vizcaya Argentaria	Banks	33.17B			
BBW	Build-A-Bear Workshop	Specialty Retail	265.10M			
BBWI	Bath & Body Works	Specialty Retail	8.22B			
BBY	Best Buy Co.	Specialty Retail	16.78B			
BC	Brunswick	Leisure Products	5.77B			
BCAB	BioAtla	Biotechnology	326.83M			
BCAN	BYND Cannasoft Enterprises	Software-Infrastructure	85.99M			
BCBP	BCB Bancorp	Banks	334.79M			
BCC	Boise Cascade Company	Paper & Forest Products	2.89B			
BCDA	BioCardia	Biotechnology	32.85M			
BCE	"BCE, Inc."	Diversified Telecommunication Services	43.01B			
BCEL	Atreca	Biotechnology	47.18M			
BCH	Banco de Chile	Banks	9.54B			
BCLI	Brainstorm Cell Therapeutics	Biotechnology	55.46M			
BCML	BayCom	Banks	250.00M			
BCO	The Brink's Company	Commercial Services & Supplies	2.84B			
BCOR	Blucora	Capital Markets	1.15B			
BCOV	Brightcove	IT Services	245.28M			
BCOW	1895 Bancorp of Wisconsin	Thrifts & Mortgage Finance	65.00M			
BCPC	Balchem	Chemicals	4.53B			
BCRX	BioCryst Pharmaceuticals	Biotechnology	2.46B			
BCS	Barclays	Banks	30.24B			
BCSA	Blockchain Coinvestors Acquisition I	Blank Check / SPAC	316.67M			
BCSF	Bain Capital Specialty Finance	Capital Markets	881.92M			
BCTX	BriaCell Therapeutics	Biotechnology	89.23M			
BCYC	Bicycle Therapeutics	Biotechnology	861.29M			
BDC	Belden	"Electronic Equipment, Instruments & C..."	3.39B			
BDL	Flanigan's Enterprises	"Hotels, Restaurants & Leisure"	52.06M			
BDN	Brandywine Realty Trust	Equity Real Estate Investment Trusts ...	1.18B			
BDSX	Biodesix	Diagnostics & Research	45.04M			
BDTX	Black Diamond Therapeutics	Biotechnology	91.28M			
BDX	"Becton, Dickinson and Company"	Health Care Equipment & Supplies	64.93B			
BE	Bloom Energy	Electrical Equipment	3.92B			
BEAM	Beam Therapeutics	Biotechnology	3.59B			
BEAT	HeartBeam	Health Information Services	28.80M			
BECN	Beacon Roofing Supply	Trading Companies & Distributors	3.84B			
BEDU	Bright Scholar Education Holdings	Diversified Consumer Services	80.45M			
BEEM	Beam Global	Electrical Equipment	157.90M			
BEKE	KE Holdings	Real Estate Management & Development	17.11B			
BELFA	Bel Fuse	Electronic Components	76.00M			
BELFB	Bel Fuse	"Electronic Equipment, Instruments & C..."	387.69M			
BEN	Franklin Resources	Capital Markets	13.65B			
BEP	Brookfield Renewable Partners	Independent Power and Renewable Elect...	8.35B			
BEPC	Brookfield Renewable	Independent Power and Renewable Elect...	5.52B			
BERY	Berry Global Group	Containers & Packaging	6.51B			
BEST	BEST Inc.	Air Freight & Logistics	48.41M			
BF.A	Brown-Forman	Beverages	11.90B			
BF.B	Brown-Forman	Beverages	21.58B			
BFAC	Battery Future Acquisition	Blank Check / SPAC	349.49M			
BFAM	Bright Horizons Family Solutions	Diversified Consumer Services	4.39B			
BFC	Bank First	Banks	821.52M			
BFH	Bread Financial Holdings	Credit Services	2.14B			
BFI	BurgerFi International	Restaurants	44.28M			
BFIN	BankFinancial	Banks	130.64M			
BFLY	Butterfly Network	Medical Devices	658.25M			
BFRI	Biofrontera	Drug Manufacturers-Specialty & Generic	23.55M			
BFS	Saul Centers	Equity Real Estate Investment Trusts ...	1.03B			
BFST	Business First Bancshares	Banks	599.26M			
BG	Bunge	Food Products	15.21B			
BGCP	BGC Partners	Capital Markets	1.32B			
BGFV	Big 5 Sporting Goods	Specialty Retail	281.52M			
BGI	Birks Group	Specialty Retail	56.98M			
BGNE	BeiGene	Biotechnology	20.54B			
BGRY	Berkshire Grey	Specialty Industrial Machinery	264.35M			
BGS	B&G Foods	Food Products	1.05B			
BGSF	BG Staffing	Professional Services	133.03M			
BGSX	Build Acquisition	Blank Check / SPAC	198.80M			
BGXX	Bright Green	Drug Manufacturers-Specialty & Generic	89.92M			
BH	Biglari Holdings	"Hotels, Restaurants & Leisure"	298.79M			
BH.A	Biglari Holdings	Restaurants	141.90M			
BHAC	Crixus BH3 Acquisition	Blank Check / SPAC	231.15M			
BHAT	Blue Hat Interactive Entertainment Technology	Entertainment	6.07M			
BHB	Bar Harbor Bankshares	Banks	462.97M			
BHC	Bausch Health Companies	Pharmaceuticals	2.70B			
BHE	Benchmark Electronics	"Electronic Equipment, Instruments & C..."	1.02B			
BHF	Brighthouse Financial	Insurance	3.77B			
BHG	Bright Health Group	Healthcare Plans	587.65M			
BHIL	Benson Hill	Agricultural Inputs	645.77M			
BHLB	Berkshire Hills Bancorp	Banks	1.38B			
BHM	Bluerock Homes Trust	n/a	88.77M			
BHP	BHP Group	Metals & Mining	146.90B			
BHR	Braemar Hotels & Resorts	Equity Real Estate Investment Trusts ...	281.54M			
BHVN	Biohaven	Biotechnology	1.05B			
BIAF	bioAffinity Technologies	Diagnostics & Research	7.72M			
BIDU	Baidu	Interactive Media & Services	30.91B			
BIG	Big Lots	Multiline Retail	561.47M			
BIGC	BigCommerce Holdings	IT Services	730.18M			
BIIB	Biogen	Biotechnology	41.68B			
BILI	Bilibili	Entertainment	4.85B			
BILL	Bill.com Holdings	Software	13.25B			
BIMI	BIMI International Medical	Machinery	9.78M			
BIO	Bio-Rad Laboratories	Life Sciences Tools & Services	10.78B			
BIOC	Biocept	Biotechnology	13.46M			
BIOL	BIOLASE	Health Care Equipment & Supplies	13.55M			
BIOR	Biora Therapeutics	Biotechnology	52.07M			
BIOS	BioPlus Acquisition	Blank Check / SPAC	238.90M			
BIOT	Biotech Acquisition Company	Blank Check / SPAC	230.00M			
BIOX	Bioceres Crop Solutions	Food Products	882.82M			
BIP	Brookfield Infrastructure Partners LP	Multi-Utilities	17.38B			
BIPC	Brookfield Infrastructure	Gas Utilities	4.96B			
BIRD	Allbirds	Apparel Retail	271.04M			
BITE	Bite Acquisition	Blank Check / SPAC	254.61M			
BITF	Bitfarms	Capital Markets	175.84M			
BIVI	BioVie	Biotechnology	154.80M			
BJ	BJ's Wholesale Club Holdings	Food & Staples Retailing	10.28B			
BJDX	Bluejay Diagnostics	Medical Devices	14.10M			
BJRI	BJ's Restaurants	"Hotels, Restaurants & Leisure"	742.70M			
BK	Bank of New York Mellon	Capital Markets	35.98B			
BKCC	BlackRock Capital Investment	Capital Markets	276.50M			
BKD	Brookdale Senior Living	Health Care Providers & Services	913.87M			
BKE	The Buckle	Specialty Retail	2.00B			
BKH	Black Hills	Multi-Utilities	4.36B			
BKI	Black Knight	IT Services	9.14B			
BKKT	Bakkt Holdings	Capital Markets	159.77M			
BKNG	Booking Holdings	Internet & Direct Marketing Retail	78.19B			
BKR	Baker Hughes Company	Energy Equipment & Services	31.07B			
BKSC	Bank of South Carolina	Banks	94.00M			
BKSY	BlackSky Technology	Scientific & Technical Instruments	208.32M			
BKTI	BK Technologies	Communications Equipment	44.92M			
BKU	BankUnited	Banks	2.97B			
BKYI	BIO-key International	Software	12.17M			
BL	BlackLine	Software	3.93B			
BLBD	Blue Bird	Machinery	363.16M			
BLBX	Blackboxstocks	Software-Application	6.72M			
BLCM	Bellicum Pharmaceuticals	Biotechnology	9.86M			
BLCO	Bausch + Lomb	Medical Instruments & Supplies	5.35B			
BLD	TopBuild	Household Durables	5.14B			
BLDE	Blade Air Mobility	Airports & Air Services	325.02M			
BLDP	Ballard Power Systems	Electrical Equipment	1.88B			
BLDR	Builders FirstSource	Building Products	9.70B			
BLEU	bleuacacia ltd.	Shell Companies	275.17M			
BLFS	BioLife Solutions	Health Care Equipment & Supplies	1.07B			
BLFY	Blue Foundry Bancorp	Banks-Regional	356.73M			
BLI	Berkeley Lights	Life Sciences Tools & Services	245.50M			
BLIN	Bridgeline Digital	Software	13.49M			
BLK	BlackRock	Capital Markets	116.36B			
BLKB	Blackbaud	Software	3.16B			
BLMN	Bloomin' Brands	"Hotels, Restaurants & Leisure"	2.16B			
BLND	Blend Labs	Software-Application	464.51M			
BLNG	Belong Acquisition	Blank Check / SPAC	155.73M			
BLNK	Blink Charging Co.	Specialty Retail	754.37M			
BLPH	Bellerophon Therapeutics	Health Care Equipment & Supplies	10.50M			
